lineage_id,lineage_kind,scenario_or_handoff,canonical_requirement_ids,entrypoint,producer_path,producer_symbol,output_contract,durable_state_or_revision,consumer_path,consumer_symbol,input_contract,runtime_route,persistence_or_external_effect,verification_or_recovery_path,terminal_state,api_projection,frontend_projection,test_or_runtime_proof,semantic_authority_count,competing_authority,pre_remediation_wave2_status,pre_remediation_finding_ids,remediation_commit,final_status,notes
X1-PC-FINAL-011,HANDOFF,Durable terminal truth must project through snapshot/SSE and cause the Frontend to refresh the current run.,H-API-009,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/api/routes/runs.py,versioned run routes,typed API and composition output with identity/revision/currentness checks,command receipt and Domain facts; route owns no DB/adapter authority,src/google_work_agent/api/composition.py,build_production_runtime,current typed input accepted only through the production API and composition boundary,protocol validation -> injected Application handler -> Domain/UoW/workflow handoff -> versioned projection,command receipt and Domain facts; route owns no DB/adapter authority,verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,snapshot/SSE/error/health contracts consumed by frontend,"tests/unit/api/test_app_factory.py — route dependency boundary, version validation, handler delegation, safe error projection, and composition identity",1,NO,PASS,N/A — no substantive finding,27872661;8367cb71;f4d13af0,PASS,X1 producer/consumer/output/input/currentness/bypass chain closed in the current runtime. Re-resolved at ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; no historical path/status was promoted to current truth.
X1-PC-FINAL-012,HANDOFF,Backup creation must use a consistent SQLite copy and verified manifest/hash handoff.,C-PER-REQ-047,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/adapters/persistence/sqlite/unit_of_work.py,SqliteUnitOfWork,typed Persistence and UoW output with identity/revision/currentness checks,"Domain facts, command receipts, workflow handoffs, checkpoint bindings, forward migrations and verified backups",src/google_work_agent/api/composition.py,build_production_runtime,current typed input accepted only through the production Persistence and UoW boundary,Application Port -> one short SQLite UoW -> repositories -> commit -> post-commit handoff/trace,"Domain facts, command receipts, workflow handoffs, checkpoint bindings, forward migrations and verified backups",verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,versioned Application projections; N/A where persistence is internal,"tests/integration/persistence/test_schema_constraints.py — transaction boundaries, FK/unique constraints, forward migration, restart durability, and no external I/O in write tx",1,NO,PASS,N/A — no substantive finding,7654b080;4684aa06;4e42dbdc,PASS,X1 producer/consumer/output/input/currentness/bypass chain closed in the current runtime. Re-resolved at ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; no historical path/status was promoted to current truth.
X1-PC-FINAL-013,HANDOFF,Every uncertain operational command must expose reconcile and be consumed through Application operational replay.,G-PORT-038,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/application/use_cases/recovery/resolve_recovery.py,ResolveRecoveryHandler,typed Recovery and corrective planning output with identity/revision/currentness checks,"Recovery proof, resolution, corrective Plan lineage, workflow handoff and checkpoint target",src/google_work_agent/api/routes/runs.py,resolve_recovery,current typed input accepted only through the production Recovery and corrective planning boundary,reason-specific durable Recovery -> safe option guard -> verification/terminal/corrective planning continuation,"Recovery proof, resolution, corrective Plan lineage, workflow handoff and checkpoint target",verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,RecoveryCard options and authoritative Run refresh,"tests/unit/application/use_cases/recovery/test_resolve_recovery.py — irrecoverability proof, UNKNOWN_RESULT safety, corrective lineage, and exact continuation target",1,NO,PASS,N/A — no substantive finding,4684aa06;4e42dbdc;ba6ce026,PASS,X1 producer/consumer/output/input/currentness/bypass chain closed in the current runtime. Re-resolved at ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; no historical path/status was promoted to current truth.
X1-PC-FINAL-014,HANDOFF,Legacy READ must persist Action execution and close the Run/Plan after typed read completion.,B-DOM-REQ-018,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/domain/run/model.py,Run,typed Domain lifecycle and invariants output with identity/revision/currentness checks,Run/Plan/Action/Approval/Attempt/Verification/Recovery aggregate facts,src/google_work_agent/application/use_cases/run/start_run.py,StartRunHandler,current typed input accepted only through the production Domain lifecycle and invariants boundary,Application command -> Domain guard/transition -> UoW commit -> explicit next allowed operation,Run/Plan/Action/Approval/Attempt/Verification/Recovery aggregate facts,verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,Application snapshot/SSE projections only; Domain remains truth,"tests/unit/domain/run/guards/test_start_run.py — observable guards/transitions, invalid-state rejection, idempotency and lifecycle invariants",1,NO,FINDING,X1-PC-FND-001,7654b080;4684aa06,PASS,X1 producer/consumer/output/input/currentness/bypass chain closed in the current runtime. Re-resolved at ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; no historical path/status was promoted to current truth.
X1-PC-FINAL-015,HANDOFF,READ_EXECUTION must be an issuable and validated main resume target.,F-LG-REQ-031,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/adapters/langgraph/main/state.py,GraphState / WorkflowPhase,typed Main LangGraph runtime output with identity/revision/currentness checks,single GraphState v2 checkpoint plus Domain-backed run/action/attempt/verification facts,src/google_work_agent/adapters/langgraph/main/workflow.py,LangGraphWorkflowRuntime,current typed input accepted only through the production Main LangGraph runtime boundary,WorkflowExecutionPort -> one compiled Main graph/profile -> supervisor -> owner-local subgraphs -> checkpoint continuation,single GraphState v2 checkpoint plus Domain-backed run/action/attempt/verification facts,verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,terminal commit/outcome projector -> API snapshot/SSE/frontend,"tests/architecture/langgraph/test_main_graph_state.py — single state/phase authority, profile parity, exact resume targets, and no peer-agent direct calls;tests/e2e/test_langgraph_real_production.py — relevant real-graph scenario exercises this handoff with durable/external-boundary assertions",1,NO,FINDING,N/A — no substantive finding,7654b080;8367cb71;f4d13af0;4aed0a85;32295d97;09bf4501,PASS,Targeted handoff refresh at 09bf45013f0fb0572fce65de9bb7ef2f6e06ec99; production owner/caller/currentness and real compiled graph reachability re-resolved against Product source anchor 0ec4583efb9589cddaff4edfe5ede2bb899fd14e.
X1-PC-FINAL-016,HANDOFF,BeginVerification must consume the first durable executed Write child fact.,B-DOM-REQ-022,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/application/use_cases/verification/verify_effect.py,VerifyEffectHandler,typed Verification output with identity/revision/currentness checks,Verification fact binds Action/Attempt/Approval identity and observed fields,src/google_work_agent/adapters/langgraph/write_execution_driver.py,verification phase,current typed input accepted only through the production Verification boundary,executed child fact -> external verification read -> normalized VERIFIED/MISMATCH -> short storage UoW,Verification fact binds Action/Attempt/Approval identity and observed fields,verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,verification detail and recovery options in snapshot/SSE/frontend,"tests/unit/application/test_write_verification_projection.py — executed-child precondition, identity binding, normalized field comparison, and durable UI projection;tests/e2e/test_langgraph_real_production.py — relevant real-graph scenario exercises this handoff with durable/external-boundary assertions",1,NO,FINDING,X1-PC-FND-002,4684aa06;27872661;4aed0a85;32295d97;09bf4501,PASS,Targeted handoff refresh at 09bf45013f0fb0572fce65de9bb7ef2f6e06ec99; production owner/caller/currentness and real compiled graph reachability re-resolved against Product source anchor 0ec4583efb9589cddaff4edfe5ede2bb899fd14e.
X1-PC-FINAL-017,HANDOFF,Recovery FAIL must consume independent irrecoverability proof with no unresolved external uncertainty.,B-DOM-REQ-033,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/application/use_cases/recovery/resolve_recovery.py,ResolveRecoveryHandler,typed Recovery and corrective planning output with identity/revision/currentness checks,"Recovery proof, resolution, corrective Plan lineage, workflow handoff and checkpoint target",src/google_work_agent/api/routes/runs.py,resolve_recovery,current typed input accepted only through the production Recovery and corrective planning boundary,reason-specific durable Recovery -> safe option guard -> verification/terminal/corrective planning continuation,"Recovery proof, resolution, corrective Plan lineage, workflow handoff and checkpoint target",verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,RecoveryCard options and authoritative Run refresh,"tests/unit/application/use_cases/recovery/test_resolve_recovery.py — irrecoverability proof, UNKNOWN_RESULT safety, corrective lineage, and exact continuation target",1,NO,FINDING,X1-PC-FND-003,4684aa06;4e42dbdc;ba6ce026,PASS,X1 producer/consumer/output/input/currentness/bypass chain closed in the current runtime. Re-resolved at ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; no historical path/status was promoted to current truth.
X1-PC-FINAL-018,HANDOFF,Settlement verification and recovery must validate Attempt-to-Approval-to-Action parent identity before reads or mutation.,D-APP-109,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/application/use_cases/verification/verify_effect.py,VerifyEffectHandler,typed Verification output with identity/revision/currentness checks,Verification fact binds Action/Attempt/Approval identity and observed fields,src/google_work_agent/adapters/langgraph/write_execution_driver.py,verification phase,current typed input accepted only through the production Verification boundary,executed child fact -> external verification read -> normalized VERIFIED/MISMATCH -> short storage UoW,Verification fact binds Action/Attempt/Approval identity and observed fields,verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,verification detail and recovery options in snapshot/SSE/frontend,"tests/unit/application/test_write_verification_projection.py — executed-child precondition, identity binding, normalized field comparison, and durable UI projection;tests/e2e/test_langgraph_real_production.py — relevant real-graph scenario exercises this handoff with durable/external-boundary assertions",1,NO,FINDING,X1-PC-FND-004,4684aa06;27872661;4aed0a85;32295d97;09bf4501,PASS,Targeted handoff refresh at 09bf45013f0fb0572fce65de9bb7ef2f6e06ec99; production owner/caller/currentness and real compiled graph reachability re-resolved against Product source anchor 0ec4583efb9589cddaff4edfe5ede2bb899fd14e.
X1-PC-FINAL-019,HANDOFF,ResolveAsFailed must consume replayable durable not-executed proof.,D-APP-110,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/application/use_cases/recovery/resolve_recovery.py,ResolveRecoveryHandler,typed Recovery and corrective planning output with identity/revision/currentness checks,"Recovery proof, resolution, corrective Plan lineage, workflow handoff and checkpoint target",src/google_work_agent/api/routes/runs.py,resolve_recovery,current typed input accepted only through the production Recovery and corrective planning boundary,reason-specific durable Recovery -> safe option guard -> verification/terminal/corrective planning continuation,"Recovery proof, resolution, corrective Plan lineage, workflow handoff and checkpoint target",verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,RecoveryCard options and authoritative Run refresh,"tests/unit/application/use_cases/recovery/test_resolve_recovery.py — irrecoverability proof, UNKNOWN_RESULT safety, corrective lineage, and exact continuation target",1,NO,FINDING,X1-PC-FND-005,4684aa06;4e42dbdc;ba6ce026,PASS,X1 producer/consumer/output/input/currentness/bypass chain closed in the current runtime. Re-resolved at ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; no historical path/status was promoted to current truth.
X1-PC-FINAL-020,HANDOFF,MCP claim signing and process identity dependencies must be explicit typed Port members.,G-PORT-029,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/adapters/connectors/runtime/connector_runtime_registry.py,ConnectorRuntimeRegistry,"typed Ports, connectors and MCP output with identity/revision/currentness checks",external Google read/write effect plus request/process identity and delivery certainty,src/google_work_agent/adapters/connectors/runtime/mcp_connector_write.py,McpConnectorWriteAdapter,"current typed input accepted only through the production Ports, connectors and MCP boundary",signed tool registry -> typed Connector Port -> one runtime registry -> MCP client -> normalized result/error certainty,external Google read/write effect plus request/process identity and delivery certainty,verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,Application result -> verification/recovery -> API/UI,"tests/unit/adapters/connectors/runtime/test_mcp_connector_ports.py — typed port members, unchanged signed claim, runtime routing, transport certainty, and provider-neutral boundary",1,NO,FINDING,X1-PC-FND-006,4684aa06;8367cb71,PASS,X1 producer/consumer/output/input/currentness/bypass chain closed in the current runtime. Re-resolved at ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; no historical path/status was promoted to current truth.
X1-PC-FINAL-021,HANDOFF,Transport exceptions must preserve delivery certainty into Attempt settlement and recovery.,G-PORT-031,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/adapters/connectors/runtime/connector_runtime_registry.py,ConnectorRuntimeRegistry,"typed Ports, connectors and MCP output with identity/revision/currentness checks",external Google read/write effect plus request/process identity and delivery certainty,src/google_work_agent/adapters/connectors/runtime/mcp_connector_write.py,McpConnectorWriteAdapter,"current typed input accepted only through the production Ports, connectors and MCP boundary",signed tool registry -> typed Connector Port -> one runtime registry -> MCP client -> normalized result/error certainty,external Google read/write effect plus request/process identity and delivery certainty,verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,Application result -> verification/recovery -> API/UI,"tests/unit/adapters/connectors/runtime/test_mcp_connector_ports.py — typed port members, unchanged signed claim, runtime routing, transport certainty, and provider-neutral boundary;tests/e2e/test_langgraph_real_production.py — relevant real-graph scenario exercises this handoff with durable/external-boundary assertions",1,NO,FINDING,X1-PC-FND-007,4684aa06;8367cb71;4aed0a85;32295d97;09bf4501,PASS,Targeted handoff refresh at 09bf45013f0fb0572fce65de9bb7ef2f6e06ec99; production owner/caller/currentness and real compiled graph reachability re-resolved against Product source anchor 0ec4583efb9589cddaff4edfe5ede2bb899fd14e.
X1-PC-FINAL-022,HANDOFF,Server Context Preview and bounded adjustment must be consumed by the Frontend in the same Run.,A-FUNC-039,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/application/use_cases/run/project_context_preview.py,project_context_preview,typed Context preview and disclosure output with identity/revision/currentness checks,context membership/revision and bounded adjustment command; provider-bound disclosure identity,src/google_work_agent/application/use_cases/run/get_run_snapshot.py,GetRunSnapshotHandler,current typed input accepted only through the production Context preview and disclosure boundary,durable Run/retrieval facts -> versioned snapshot/SSE -> context adjustment -> same-run retrieval re-entry,context membership/revision and bounded adjustment command; provider-bound disclosure identity,verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,frontend/src/features/run/context_preview_card.tsx,"frontend/tests/features/run/context_and_disclosure_cards.test.tsx — server-projected membership/disclosure rendering, bounded adjustment command, and stale-state refresh;tests/e2e/test_langgraph_real_production.py — relevant real-graph scenario exercises this handoff with durable/external-boundary assertions",1,NO,FINDING,X1-PC-FND-008,27872661;f4d13af0;4aed0a85;32295d97;09bf4501,PASS,Targeted handoff refresh at 09bf45013f0fb0572fce65de9bb7ef2f6e06ec99; production owner/caller/currentness and real compiled graph reachability re-resolved against Product source anchor 0ec4583efb9589cddaff4edfe5ede2bb899fd14e.
X1-PC-FINAL-023,HANDOFF,External LLM transfer scope must project from provider-bound input to the user-visible Run surface.,A-FUNC-113,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/application/use_cases/run/project_context_preview.py,project_context_preview,typed Context preview and disclosure output with identity/revision/currentness checks,context membership/revision and bounded adjustment command; provider-bound disclosure identity,src/google_work_agent/application/use_cases/run/get_run_snapshot.py,GetRunSnapshotHandler,current typed input accepted only through the production Context preview and disclosure boundary,durable Run/retrieval facts -> versioned snapshot/SSE -> context adjustment -> same-run retrieval re-entry,context membership/revision and bounded adjustment command; provider-bound disclosure identity,verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,frontend/src/features/run/context_preview_card.tsx,"frontend/tests/features/run/context_and_disclosure_cards.test.tsx — server-projected membership/disclosure rendering, bounded adjustment command, and stale-state refresh;tests/e2e/test_langgraph_real_production.py — relevant real-graph scenario exercises this handoff with durable/external-boundary assertions",1,NO,FINDING,X1-PC-FND-009,27872661;f4d13af0;4aed0a85;32295d97;09bf4501,PASS,Targeted handoff refresh at 09bf45013f0fb0572fce65de9bb7ef2f6e06ec99; production owner/caller/currentness and real compiled graph reachability re-resolved against Product source anchor 0ec4583efb9589cddaff4edfe5ede2bb899fd14e.
X1-PC-FINAL-024,HANDOFF,Task and Calendar list items must reach their typed detail endpoints and detail renderer.,H-API-069,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/application/use_cases/resource/get_resource_detail.py,GetResourceDetailHandler,typed Resource browsing and detail output with identity/revision/currentness checks,read-only connector effect plus opaque continuation/selection identity,src/google_work_agent/api/routes/resources.py,resource detail routes,current typed input accepted only through the production Resource browsing and detail boundary,typed resource list/detail route -> ConnectorReadPort -> normalized detail projection,read-only connector effect plus opaque continuation/selection identity,verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,frontend/src/features/resource_browser/resource_viewer.tsx,"frontend/tests/features/resource_browser/resource_viewer.test.tsx — Gmail/Task/Calendar typed detail consumption, selection currentness, and no second fetch authority;tests/e2e/test_langgraph_real_production.py — relevant real-graph scenario exercises this handoff with durable/external-boundary assertions",1,NO,FINDING,X1-PC-FND-010,27872661;8367cb71;4aed0a85;32295d97;09bf4501,PASS,Targeted handoff refresh at 09bf45013f0fb0572fce65de9bb7ef2f6e06ec99; production owner/caller/currentness and real compiled graph reachability re-resolved against Product source anchor 0ec4583efb9589cddaff4edfe5ede2bb899fd14e.
X1-PC-FINAL-025,HANDOFF,Safe Mode must expose reachable restore/shutdown controls bound to the active runtime lifecycle.,H-API-044,launcher/entrypoint.py -> installed lifecycle control,launcher/entrypoint.py,main,typed Installed lifecycle output with identity/revision/currentness checks,"installed data directory, instance control, readiness, backup/restore and shutdown state",launcher/start_service.py,start_service,current typed input accepted only through the production Installed lifecycle boundary,verify installation -> single instance -> data directory -> service readiness -> browser/control lifecycle,"installed data directory, instance control, readiness, backup/restore and shutdown state",verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,local browser UI and /health readiness,"tests/unit/launcher/test_entrypoint_flow.py — installed startup ordering, existing-instance reuse, failure propagation, and clean shutdown",1,NO,FINDING,X1-PC-FND-011,4e42dbdc;ef5bd38a,PASS,X1 producer/consumer/output/input/currentness/bypass chain closed in the current runtime. Re-resolved at ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; no historical path/status was promoted to current truth.
X1-PC-FINAL-026,HANDOFF,Google account identity facts must participate in the canonical UoW transaction boundary.,C-PER-REQ-011,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/adapters/persistence/sqlite/unit_of_work.py,SqliteUnitOfWork,typed Persistence and UoW output with identity/revision/currentness checks,"Domain facts, command receipts, workflow handoffs, checkpoint bindings, forward migrations and verified backups",src/google_work_agent/api/composition.py,build_production_runtime,current typed input accepted only through the production Persistence and UoW boundary,Application Port -> one short SQLite UoW -> repositories -> commit -> post-commit handoff/trace,"Domain facts, command receipts, workflow handoffs, checkpoint bindings, forward migrations and verified backups",verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,versioned Application projections; N/A where persistence is internal,"tests/integration/persistence/test_schema_constraints.py — transaction boundaries, FK/unique constraints, forward migration, restart durability, and no external I/O in write tx;tests/e2e/test_langgraph_real_production.py — relevant real-graph scenario exercises this handoff with durable/external-boundary assertions",1,NO,FINDING,X1-PC-FND-012,7654b080;4684aa06;4e42dbdc;4aed0a85;32295d97;09bf4501,PASS,Targeted handoff refresh at 09bf45013f0fb0572fce65de9bb7ef2f6e06ec99; production owner/caller/currentness and real compiled graph reachability re-resolved against Product source anchor 0ec4583efb9589cddaff4edfe5ede2bb899fd14e.
X1-PC-FINAL-027,HANDOFF,Applied migration history must remain an append-only producer for installed-schema currentness.,C-PER-REQ-045,launcher/entrypoint.py -> installed lifecycle control,src/google_work_agent/adapters/persistence/sqlite/unit_of_work.py,SqliteUnitOfWork,typed Persistence and UoW output with identity/revision/currentness checks,"Domain facts, command receipts, workflow handoffs, checkpoint bindings, forward migrations and verified backups",src/google_work_agent/api/composition.py,build_production_runtime,current typed input accepted only through the production Persistence and UoW boundary,Application Port -> one short SQLite UoW -> repositories -> commit -> post-commit handoff/trace,"Domain facts, command receipts, workflow handoffs, checkpoint bindings, forward migrations and verified backups",verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,versioned Application projections; N/A where persistence is internal,"tests/integration/persistence/test_schema_constraints.py — transaction boundaries, FK/unique constraints, forward migration, restart durability, and no external I/O in write tx",1,NO,FINDING,X1-PC-FND-013,7654b080;4684aa06;4e42dbdc,PASS,X1 producer/consumer/output/input/currentness/bypass chain closed in the current runtime. Re-resolved at ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; no historical path/status was promoted to current truth.
X1-PC-FINAL-028,HANDOFF,Backup/restore admission must consume actual active Write migration and restore state.,C-PER-REQ-048,frontend/src/app/App.tsx -> versioned local API command/query,launcher/entrypoint.py,main,typed Installed lifecycle output with identity/revision/currentness checks,"installed data directory, instance control, readiness, backup/restore and shutdown state",launcher/start_service.py,start_service,current typed input accepted only through the production Installed lifecycle boundary,verify installation -> single instance -> data directory -> service readiness -> browser/control lifecycle,"installed data directory, instance control, readiness, backup/restore and shutdown state",verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,local browser UI and /health readiness,"tests/unit/launcher/test_entrypoint_flow.py — installed startup ordering, existing-instance reuse, failure propagation, and clean shutdown",1,NO,FINDING,X1-PC-FND-014,4e42dbdc;ef5bd38a,PASS,X1 producer/consumer/output/input/currentness/bypass chain closed in the current runtime. Re-resolved at ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; no historical path/status was promoted to current truth.
X1-PC-FINAL-029,HANDOFF,Backup retention must consume age/count/protection facts and preserve the last healthy pre-migration backup.,C-PER-REQ-049,frontend/src/app/App.tsx -> versioned local API command/query,launcher/entrypoint.py,main,typed Installed lifecycle output with identity/revision/currentness checks,"installed data directory, instance control, readiness, backup/restore and shutdown state",launcher/start_service.py,start_service,current typed input accepted only through the production Installed lifecycle boundary,verify installation -> single instance -> data directory -> service readiness -> browser/control lifecycle,"installed data directory, instance control, readiness, backup/restore and shutdown state",verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,local browser UI and /health readiness,"tests/unit/launcher/test_entrypoint_flow.py — installed startup ordering, existing-instance reuse, failure propagation, and clean shutdown",1,NO,FINDING,X1-PC-FND-015,4e42dbdc;ef5bd38a,PASS,X1 producer/consumer/output/input/currentness/bypass chain closed in the current runtime. Re-resolved at ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; no historical path/status was promoted to current truth.
X1-PC-FINAL-030,HANDOFF,Restore must validate replace migrate and restart before projecting completion.,C-PER-REQ-050,frontend/src/app/App.tsx -> versioned local API command/query,launcher/entrypoint.py,main,typed Installed lifecycle output with identity/revision/currentness checks,"installed data directory, instance control, readiness, backup/restore and shutdown state",launcher/start_service.py,start_service,current typed input accepted only through the production Installed lifecycle boundary,verify installation -> single instance -> data directory -> service readiness -> browser/control lifecycle,"installed data directory, instance control, readiness, backup/restore and shutdown state",verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,local browser UI and /health readiness,"tests/unit/launcher/test_entrypoint_flow.py — installed startup ordering, existing-instance reuse, failure propagation, and clean shutdown",1,NO,FINDING,X1-PC-FND-016,4e42dbdc;ef5bd38a,PASS,X1 producer/consumer/output/input/currentness/bypass chain closed in the current runtime. Re-resolved at ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; no historical path/status was promoted to current truth.
